Authors,Pub.Year,Journal,Species,Taxon.group,Year/Year.Span,Population,Study.ID,Subset,NC,CombNC,NC.type,Trait.Name,Trait.Class,Fitness.Measure.Defined,Fit.Comp,Grad.linear.value,Grad.linear.StErr,Same.Study,Birds,Physical.Artifact,Other.Org.NC,Multiple.Species,Borderline.ambiguous.case
Teixido & Valladares,2014,Botanical Journal of the Linnean Society,Cistus ladanifer,P,2011,Tres Cantos,33,164,N,N,NA,Flower number,OtherLH,Fruit set,F,-0.134,0.035,0,0,NA,NA,NA,0
Teixido & Valladares,2014,Botanical Journal of the Linnean Society,Cistus ladanifer,P,2010,Tres Cantos,33,165,N,N,NA,Flower number,OtherLH,Seed number,F,-0.051,0.047,0,0,NA,NA,NA,0
Teixido & Valladares,2014,Botanical Journal of the Linnean Society,Cistus ladanifer,P,2011,Tres Cantos,33,165,N,N,NA,Flower number,OtherLH,Seed number,F,-0.158,0.13,0,0,NA,NA,NA,0
Teixido & Valladares,2014,Botanical Journal of the Linnean Society,Cistus ladanifer,P,2010,Tres Cantos,33,166,N,N,NA,Flower size,OtherMO,Fruit set,F,-0.025,0.033,0,0,NA,NA,NA,0
Teixido & Valladares,2014,Botanical Journal of the Linnean Society,Cistus ladanifer,P,2011,Tres Cantos,33,166,N,N,NA,Flower size,OtherMO,Fruit set,F,-0.018,0.032,0,0,NA,NA,NA,0
Teixido & Valladares,2014,Botanical Journal of the Linnean Society,Cistus ladanifer,P,2010,Tres Cantos,33,167,N,N,NA,Flower size,OtherMO,Seed number,F,-0.013,0.012,0,0,NA,NA,NA,0
Teixido & Valladares,2014,Botanical Journal of the Linnean Society,Cistus ladanifer,P,2011,Tres Cantos,33,167,N,N,NA,Flower size,OtherMO,Seed number,F,0.07,0.108,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1985,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.2114,0.0336,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1986,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.3773,0.083,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1987,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.0384,0.0191,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1988,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.1419,0.0341,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1989,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.36,0.0656,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.0765,0.0308,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.1491,0.033,0,0,NA,NA,NA,0
Wilson et al. ,2006,PLoS Biology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",34,168,N,N,NA,birth weight,Size,neonatal survival,S,0.5292,0.0637,0,0,NA,NA,NA,0
